@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0, unlabeled}
@inputs At1, At2
@outputs Class
@data
0.746, 0.441, unlabeled
1.25, -1.62, unlabeled
0.168, 1.97, unlabeled
0.23, -1.15, unlabeled
1.24, 0.342, unlabeled
-1.83, -0.964, unlabeled
0.0647, -1.22, unlabeled
0.196, 1.27, unlabeled
-0.927, -0.595, unlabeled
1.15, -1.56, unlabeled
2.43, 1.31, unlabeled
0.472, 0.289, unlabeled
0.0828, -0.879, unlabeled
-1.79, -1.46, unlabeled
-1.44, -0.47, unlabeled
0.017, -1.26, unlabeled
-0.509, 0.912, unlabeled
1.29, -0.391, unlabeled
0.224, 1.57, unlabeled
1.18, 1.49, unlabeled
-0.213, 0.77, unlabeled
1.12, 0.626, unlabeled
0.533, 1.76, unlabeled
-0.685, 0.459, unlabeled
-0.895, -1.07, unlabeled
-0.051, -0.972, unlabeled
1.18, -0.789, unlabeled
-0.672, 1.35, unlabeled
-0.84, -1.16, unlabeled
-0.491, -1.55, unlabeled
0.916, 1.63, unlabeled
-0.591, -1.08, unlabeled
-0.0255, -1.3, unlabeled
-1.3, 0.651, unlabeled
-1.77, 0.457, unlabeled
-0.78, -1.37, unlabeled
-1.04, -1.42, unlabeled
-0.651, -0.528, unlabeled
0.812, -0.195, unlabeled
-1.59, -0.98, unlabeled
-1.53, -1.17, unlabeled
-0.86, -1.27, unlabeled
-1.32, -0.146, unlabeled
0.306, -0.161, unlabeled
0.786, 1.31, unlabeled
0.775, 0.0171, unlabeled
-1.23, -1.15, unlabeled
0.24, -1.14, unlabeled
0.0238, 0.0836, unlabeled
1.35, -0.461, unlabeled
-0.337, 0.559, unlabeled
1.07, 0.573, unlabeled
0.834, -0.584, unlabeled
-0.666, -1.34, unlabeled
0.245, -0.681, unlabeled
1.25, -1.25, unlabeled
1.79, -0.102, unlabeled
-0.188, -0.998, unlabeled
1.87, 1.19, unlabeled
0.292, -0.159, unlabeled
0.923, 0.246, unlabeled
-1.7, -0.554, unlabeled
1.26, -1.57, unlabeled
-0.0715, 1.41, unlabeled
1.93, 0.165, unlabeled
1.3, 0.555, unlabeled
-2.06, -0.332, unlabeled
-0.872, 0.663, unlabeled
0.307, 0.12, unlabeled
-0.202, 0.712, unlabeled
-1.31, -0.627, unlabeled
-0.305, 0.247, unlabeled
-0.3, -1.04, unlabeled
-0.853, -0.254, unlabeled
-0.122, -0.0671, unlabeled
-1.03, 1.31, unlabeled
0.661, 0.0147, unlabeled
0.737, -0.183, unlabeled
0.177, -1.37, unlabeled
0.878, -1.38, unlabeled
-0.176, -0.207, unlabeled
-0.667, -0.895, unlabeled
0.566, -0.977, unlabeled
-0.0443, -0.335, unlabeled
0.0585, -0.378, unlabeled
-0.384, -0.397, unlabeled
0.577, 0.628, unlabeled
-0.39, -1.01, unlabeled
0.0524, -0.853, unlabeled
-0.542, 0.918, unlabeled
-0.376, -0.975, unlabeled
-1.69, 0.706, unlabeled
-0.375, -1.39, unlabeled
1.63, -0.539, unlabeled
-1.21, 1.19, unlabeled
-0.633, -1.18, unlabeled
-0.599, -0.521, unlabeled
0.675, 0.886, unlabeled
-1.25, -1.28, unlabeled
-1.32, 0.907, unlabeled
0.995, 0.502, unlabeled
0.479, -0.821, unlabeled
1.18, -0.335, unlabeled
1.27, 0.0842, unlabeled
-0.934, -1.58, unlabeled
0.171, -0.886, unlabeled
-0.49, -1.45, unlabeled
-1.58, 0.807, unlabeled
-1.24, 0.1, unlabeled
1.05, 0.444, unlabeled
0.974, -0.951, unlabeled
-0.683, 0.139, unlabeled
0.508, -0.331, unlabeled
-1.74, -1.83, unlabeled
0.646, 1.82, unlabeled
-0.434, 2.24, unlabeled
0.796, 0.429, unlabeled
-0.449, 1.04, unlabeled
1.86, -0.36, unlabeled
-0.545, -1.31, unlabeled
-0.488, -0.566, unlabeled
1.7, 0.157, unlabeled
-2.28, -1.02, unlabeled
0.174, -1.11, unlabeled
-0.111, -1.33, unlabeled
-1.93, -0.315, unlabeled
-0.558, -1.67, unlabeled
-0.107, -0.232, unlabeled
-0.991, 0.114, unlabeled
-0.768, -0.909, unlabeled
-0.989, 0.48, unlabeled
0.132, 2.0, unlabeled
0.612, 1.8, unlabeled
0.941, -0.789, unlabeled
-1.99, 0.549, unlabeled
-0.058, -0.904, unlabeled
0.425, -1.21, unlabeled
-0.957, 0.039, unlabeled
-1.14, -0.494, unlabeled
1.47, -1.44, unlabeled
-1.04, -0.131, unlabeled
1.08, 0.839, unlabeled
-0.737, -0.0677, unlabeled
1.29, 0.153, unlabeled
1.12, 0.612, unlabeled
1.52, 0.795, unlabeled
-1.08, 1.01, unlabeled
0.175, -0.887, unlabeled
0.77, 1.4, unlabeled
-0.544, -0.773, unlabeled
-1.55, 0.588, unlabeled
0.835, 1.24, unlabeled
-1.11, 1.1, unlabeled
0.306, -1.13, unlabeled
0.67, 0.784, unlabeled
-2.0, -2.1, unlabeled
-1.6, 0.788, unlabeled
0.246, -0.767, unlabeled
-0.516, 0.831, unlabeled
-0.836, -1.36, unlabeled
-0.298, 0.158, unlabeled
-0.11, -0.372, unlabeled
0.643, -0.351, unlabeled
-1.29, -1.03, unlabeled
-0.0411, 0.32, unlabeled
-0.648, -0.713, unlabeled
-0.451, 1.72, unlabeled
1.53, -1.81, unlabeled
0.632, 1.74, unlabeled
-0.853, 0.358, unlabeled
1.35, 0.229, unlabeled
0.0116, -1.09, unlabeled
-0.325, 0.969, unlabeled
-1.51, 0.481, unlabeled
0.987, 0.258, unlabeled
0.0169, -1.22, unlabeled
1.16, 1.48, unlabeled
0.69, 1.57, unlabeled
2.64, 1.14, unlabeled
0.763, 1.15, unlabeled
-1.0, 0.078, unlabeled
1.78, 1.19, unlabeled
1.4, 0.43, unlabeled
-0.552, -1.18, unlabeled
1.43, 0.147, unlabeled
1.04, -0.24, unlabeled
-1.22, -0.0961, unlabeled
-0.016, -0.448, unlabeled
1.39, 0.262, unlabeled
-0.563, -0.164, unlabeled
-0.626, -1.18, unlabeled
1.24, 0.608, unlabeled
0.123, -1.24, unlabeled
-0.966, -0.628, unlabeled
-1.11, 0.439, unlabeled
-0.341, 0.0621, unlabeled
-0.921, -1.19, unlabeled
-0.522, 0.877, unlabeled
-1.21, 0.778, unlabeled
0.785, 0.158, unlabeled
1.22, 1.35, unlabeled
-0.986, -1.27, unlabeled
0.205, -0.471, unlabeled
-0.818, -0.69, unlabeled
1.47, -1.29, unlabeled
-1.68, 1.08, unlabeled
-0.275, -1.6, unlabeled
1.8, -0.811, unlabeled
0.361, 0.931, unlabeled
0.953, 0.719, unlabeled
2.59, -1.15, unlabeled
-0.132, 0.954, unlabeled
1.26, -0.25, unlabeled
1.26, -0.181, unlabeled
-0.457, -0.983, unlabeled
-0.665, 1.61, unlabeled
1.07, 0.438, unlabeled
-0.739, 0.578, unlabeled
-0.327, 0.612, unlabeled
-0.116, 0.0815, unlabeled
0.0131, -0.969, unlabeled
-1.52, 0.497, unlabeled
-0.543, -0.0204, unlabeled
-0.0866, -1.37, unlabeled
-0.631, -0.867, unlabeled
-0.609, -0.917, unlabeled
-0.391, 1.03, unlabeled
-0.429, 1.13, unlabeled
-0.967, 0.592, unlabeled
1.14, -0.114, unlabeled
-0.0699, -1.2, unlabeled
1.08, 0.79, unlabeled
0.407, 1.8, unlabeled
-1.08, -0.612, unlabeled
-0.917, -1.08, unlabeled
-0.0571, -1.5, unlabeled
-0.0281, -0.323, unlabeled
2.32, 1.3, unlabeled
0.234, -0.413, unlabeled
-0.856, -1.31, unlabeled
1.05, -0.23, unlabeled
-2.09, 0.604, unlabeled
0.117, -1.07, unlabeled
-0.647, 1.08, unlabeled
0.823, -0.248, unlabeled
1.2, -0.948, unlabeled
-0.0127, -1.12, unlabeled
0.833, 0.653, unlabeled
-0.0659, -1.33, unlabeled
0.908, 1.48, unlabeled
1.43, -0.366, unlabeled
-0.435, -1.53, unlabeled
-1.42, -0.327, unlabeled
0.557, -1.04, unlabeled
0.324, 1.68, unlabeled
1.11, 0.685, unlabeled
-0.504, 1.03, unlabeled
0.362, 1.59, unlabeled
0.971, 0.64, unlabeled
-0.396, 1.21, unlabeled
-0.0978, -0.424, unlabeled
0.26, -1.17, unlabeled
-1.84, -1.64, unlabeled
-0.524, -1.09, unlabeled
0.475, -0.381, unlabeled
-0.178, -0.238, unlabeled
0.839, -0.0819, unlabeled
-0.178, -1.15, unlabeled
-0.747, 0.468, unlabeled
2.06, 1.12, unlabeled
-1.8, -1.62, unlabeled
0.235, -1.05, unlabeled
0.121, -1.3, unlabeled
2.59, 1.16, unlabeled
-1.97, 0.611, unlabeled
0.932, 1.43, unlabeled
-0.157, 1.84, unlabeled
1.25, -0.118, unlabeled
-0.21, 0.11, unlabeled
-0.495, 1.31, unlabeled
0.526, 1.48, unlabeled
-0.64, -0.238, unlabeled
-1.78, -0.378, unlabeled
-0.292, -0.224, unlabeled
-0.144, -1.03, unlabeled
0.303, -1.35, unlabeled
-0.538, -1.15, unlabeled
-0.253, -0.406, unlabeled
0.933, -0.277, unlabeled
0.388, 1.64, unlabeled
-0.101, -0.765, unlabeled
1.47, -0.531, unlabeled
-1.42, 0.275, unlabeled
1.03, 0.548, unlabeled
-1.97, -0.674, unlabeled
0.527, 0.51, unlabeled
0.0533, -1.02, unlabeled
-0.634, 1.26, unlabeled
-1.04, 0.937, unlabeled
0.688, -0.878, unlabeled
-1.82, -0.341, unlabeled
0.143, 0.845, unlabeled
-0.72, -1.39, unlabeled
-0.914, 1.07, unlabeled
0.163, -1.08, unlabeled
1.23, -0.493, unlabeled
-0.507, 1.89, unlabeled
-0.16, -1.36, unlabeled
-0.559, 0.0594, unlabeled
-0.739, 1.32, unlabeled
-0.534, -1.4, unlabeled
0.177, 0.731, unlabeled
-0.539, 1.41, unlabeled
-1.19, -1.0, unlabeled
0.0578, -1.32, unlabeled
-0.785, -0.361, unlabeled
1.66, 0.243, unlabeled
0.311, 1.76, unlabeled
-1.08, -1.3, unlabeled
0.237, 0.0367, unlabeled
1.12, -0.422, unlabeled
0.329, -0.37, unlabeled
-1.34, -1.05, unlabeled
1.36, -0.425, unlabeled
-0.0536, 1.6, unlabeled
-1.63, -1.41, unlabeled
-0.0113, -0.78, unlabeled
-1.22, -0.119, unlabeled
0.156, 0.152, unlabeled
-1.34, 0.824, unlabeled
-1.77, -0.828, unlabeled
-0.171, 1.68, unlabeled
-1.03, 0.153, unlabeled
-1.58, -0.798, unlabeled
1.51, 1.52, unlabeled
-0.539, 0.648, unlabeled
-0.959, 1.08, unlabeled
-0.565, -0.853, unlabeled
-1.54, 0.562, unlabeled
-0.046, 1.51, unlabeled
-0.0297, -1.58, unlabeled
-1.54, 0.685, unlabeled
1.06, -0.69, unlabeled
-0.207, -0.745, unlabeled
-1.46, -0.298, unlabeled
-0.567, -1.14, unlabeled
1.36, -1.06, unlabeled
0.423, 0.598, unlabeled
-0.932, -1.15, unlabeled
-0.851, 0.189, unlabeled
0.193, 1.72, unlabeled
1.42, 0.374, unlabeled
-1.64, 0.572, unlabeled
-1.41, 0.894, unlabeled
1.12, 0.422, unlabeled
-1.01, -1.47, unlabeled
-0.43, -0.722, unlabeled
1.17, 1.28, unlabeled
1.31, -0.36, unlabeled
0.527, -1.13, unlabeled
-1.34, 0.869, unlabeled
1.03, -0.209, unlabeled
-1.62, 0.213, unlabeled
2.41, 1.26, unlabeled
-0.138, -0.951, unlabeled
-0.412, 0.492, unlabeled
-0.634, 1.08, unlabeled
0.88, -0.241, unlabeled
1.72, -0.471, unlabeled
0.144, 1.56, unlabeled
-1.93, 0.525, unlabeled
-0.268, 0.75, unlabeled
1.34, 0.0998, unlabeled
-1.53, 0.257, unlabeled
-0.697, 1.35, unlabeled
-1.31, -0.32, unlabeled
-1.85, -0.347, unlabeled
-0.021, -1.09, unlabeled
-1.31, -0.498, unlabeled
-0.446, -1.53, unlabeled
-1.51, -0.193, unlabeled
1.2, 0.286, unlabeled
-0.901, -1.56, unlabeled
0.704, -0.91, unlabeled
-2.04, 0.401, unlabeled
-0.543, 7.62E-5, unlabeled
0.552, 0.961, unlabeled
0.0538, -1.01, unlabeled
0.785, -0.601, unlabeled
1.35, 1.33, unlabeled
1.23, -0.00847, unlabeled
0.175, 0.652, unlabeled
-0.456, 1.55, unlabeled
0.659, 1.07, unlabeled
1.45, -1.78, unlabeled
0.677, 1.03, unlabeled
0.994, 0.348, unlabeled
-0.0263, -1.35, unlabeled
-0.753, 1.18, unlabeled
-0.166, -0.986, unlabeled
1.21, -1.02, unlabeled
0.331, 0.185, unlabeled
1.21, 0.151, unlabeled
-0.854, -0.379, unlabeled
0.381, 1.55, unlabeled
-0.415, 0.463, unlabeled
1.21, -0.271, unlabeled
0.00914, 0.431, unlabeled
-1.18, -0.898, unlabeled
0.204, -1.29, unlabeled
2.53, 1.5, unlabeled
-0.973, -0.126, unlabeled
-0.506, -1.09, unlabeled
0.268, 1.14, unlabeled
0.994, 0.0734, unlabeled
-0.896, 0.207, unlabeled
-0.759, 0.366, unlabeled
0.598, 0.484, unlabeled
1.07, -0.985, unlabeled
-0.859, 1.26, unlabeled
-0.387, 0.26, unlabeled
1.38, -1.74, unlabeled
-0.484, -1.2, unlabeled
0.935, 0.556, unlabeled
0.909, 0.118, unlabeled
0.99, -0.0762, unlabeled
-0.116, -1.23, unlabeled
0.275, 1.18, unlabeled
-1.16, -0.641, unlabeled
0.247, 0.41, unlabeled
0.309, -0.689, unlabeled
-0.696, -1.2, unlabeled
1.79, -0.834, unlabeled
0.59, -0.796, unlabeled
1.15, -0.451, unlabeled
1.78, 0.272, unlabeled
0.955, -0.23, unlabeled
0.981, -0.0572, unlabeled
-1.27, -0.673, unlabeled
0.308, -0.913, unlabeled
0.0368, -0.239, unlabeled
-0.2, -1.02, unlabeled
-1.89, -0.799, unlabeled
1.47, -0.312, unlabeled
0.15, 0.442, unlabeled
0.862, -1.24, unlabeled
0.604, 1.03, unlabeled
0.982, -0.452, unlabeled
-2.37, -0.01, unlabeled
2.0, 1.71, unlabeled
0.311, 1.68, unlabeled
0.399, -0.594, unlabeled
0.406, -0.707, unlabeled
0.275, -0.202, unlabeled
-0.167, -0.633, unlabeled
-2.0, -1.72, unlabeled
0.599, 1.14, unlabeled
0.877, 0.161, unlabeled
-0.83, 0.993, unlabeled
0.254, -0.862, unlabeled
-0.843, 1.4, unlabeled
0.0336, 0.323, unlabeled
1.27, 0.496, unlabeled
-0.952, 4.32E-4, unlabeled
0.756, -0.0709, unlabeled
1.0, 0.654, unlabeled
-0.639, -1.04, unlabeled
0.611, 0.978, unlabeled
1.4, -0.874, unlabeled
1.21, 0.642, unlabeled
1.03, 0.252, unlabeled
-1.53, -1.01, unlabeled
-0.0697, 1.56, unlabeled
1.18, -1.19, unlabeled
-0.106, 0.552, unlabeled
1.18, 0.334, unlabeled
1.14, 0.148, unlabeled
0.708, 0.961, unlabeled
-1.5, 0.282, unlabeled
2.25, 1.21, unlabeled
-0.301, 1.82, unlabeled
-0.351, -1.0, unlabeled
0.0438, 0.536, unlabeled
-0.261, 0.204, unlabeled
0.00564, -1.14, unlabeled
-1.92, -1.17, unlabeled
0.0545, -1.32, unlabeled
0.0809, 1.93, unlabeled
-0.706, -0.697, unlabeled
0.176, 1.23, unlabeled
-0.8, -1.38, unlabeled
-0.302, -0.116, unlabeled
-1.13, -0.0974, unlabeled
0.743, -1.18, unlabeled
-2.09, -1.22, unlabeled
-0.718, -1.25, unlabeled
-0.861, -0.862, unlabeled
-1.4, -0.107, unlabeled
1.0, 0.285, unlabeled
0.712, 1.49, unlabeled
-0.326, 0.0769, unlabeled
0.495, -0.281, unlabeled
1.26, -2.39, unlabeled
1.08, -1.02, unlabeled
0.833, -0.254, unlabeled
0.48, -1.15, unlabeled
0.252, 0.258, unlabeled
-1.22, 1.12, unlabeled
1.29, 0.644, unlabeled
-0.614, -1.22, unlabeled
-1.58, 0.456, unlabeled
1.29, 0.283, unlabeled
-1.41, -0.357, unlabeled
0.188, 0.914, unlabeled
0.613, -0.211, unlabeled
0.546, -1.12, unlabeled
-0.958, 0.812, unlabeled
-0.784, 0.969, unlabeled
1.41, 0.0907, unlabeled
1.39, -0.013, unlabeled
1.38, -0.244, unlabeled
0.52, 1.25, unlabeled
-1.02, 0.968, unlabeled
-0.573, -0.789, unlabeled
0.617, -0.0096, unlabeled
-0.0482, 1.52, unlabeled
-1.46, -0.909, unlabeled
-0.717, 1.23, unlabeled
0.465, 0.283, unlabeled
-2.05, -1.4, unlabeled
0.313, -1.07, unlabeled
-0.215, -0.217, unlabeled
-0.0625, -0.12, unlabeled
-1.52, 0.66, unlabeled
2.25, -1.4, unlabeled
0.0737, 0.124, unlabeled
1.16, -0.357, unlabeled
-0.108, 1.7, unlabeled
1.25, -1.38, unlabeled
0.125, -1.24, unlabeled
-1.94, -1.61, unlabeled
-1.33, 0.897, unlabeled
-0.563, 1.29, unlabeled
-0.956, -1.61, unlabeled
-0.516, -0.92, unlabeled
1.07, 0.61, unlabeled
0.722, -0.975, unlabeled
0.296, 1.51, unlabeled
-0.0299, 0.617, unlabeled
-1.3, 0.867, unlabeled
0.254, 2.42, unlabeled
0.866, 0.612, unlabeled
1.26, -0.912, unlabeled
0.722, 0.368, unlabeled
0.364, -0.269, unlabeled
0.586, 1.15, unlabeled
-0.251, 0.846, unlabeled
1.01, 1.57, unlabeled
1.87, -0.239, unlabeled
-0.639, -1.37, unlabeled
-0.499, -0.241, unlabeled
1.36, 0.482, unlabeled
0.309, -1.03, unlabeled
2.23, 0.895, unlabeled
0.677, 0.964, unlabeled
2.46, 1.21, unlabeled
-0.187, -0.267, unlabeled
0.0624, -1.05, unlabeled
0.899, 1.4, unlabeled
0.73, -0.99, unlabeled
-0.499, -0.858, unlabeled
0.405, -1.2, unlabeled
-0.981, -1.04, unlabeled
0.859, -0.952, unlabeled
-0.0987, 0.966, unlabeled
0.477, 0.791, unlabeled
-1.3, 1.16, unlabeled
0.261, 0.214, unlabeled
0.199, -0.86, unlabeled
-1.27, -0.688, unlabeled
0.341, -1.43, unlabeled
-0.218, -1.63, unlabeled
1.03, 1.55, unlabeled
1.09, -0.384, unlabeled
-1.15, -0.659, unlabeled
-1.16, -0.285, unlabeled
-0.975, -0.182, unlabeled
0.0543, -0.967, unlabeled
1.12, 0.173, unlabeled
-1.71, -0.319, unlabeled
1.23, 0.0999, unlabeled
0.93, -0.375, unlabeled
-0.637, 0.942, unlabeled
-0.31, 1.45, unlabeled
1.16, 0.654, unlabeled
-1.9, 0.856, unlabeled
-1.23, -1.3, unlabeled
-0.593, 1.28, unlabeled
0.0722, 1.8, unlabeled
-0.54, -0.601, unlabeled
2.22, 1.31, unlabeled
2.43, 0.869, unlabeled
-0.162, 1.84, unlabeled
-2.01, 0.439, unlabeled
0.171, 2.11, unlabeled
1.1, -0.374, unlabeled
0.58, 1.17, unlabeled
1.01, -0.984, unlabeled
0.375, 1.24, unlabeled
-1.12, 0.699, unlabeled
-1.6, 0.682, unlabeled
-0.396, -1.38, unlabeled
1.44, 0.898, unlabeled
0.0971, 1.58, unlabeled
1.59, -0.111, unlabeled
0.514, 1.27, unlabeled
-0.48, 0.0507, unlabeled
-0.562, -1.01, unlabeled
0.157, 0.956, unlabeled
-0.658, -1.31, unlabeled
0.387, -0.798, unlabeled
1.47, 1.39, unlabeled
0.605, 1.86, unlabeled
0.666, -1.52, unlabeled
-1.94, -1.03, unlabeled
-0.139, -0.363, unlabeled
-0.946, 1.02, unlabeled
-0.75, -0.881, unlabeled
-1.12, 0.154, unlabeled
0.00865, -0.918, unlabeled
-0.845, -0.00258, unlabeled
-1.14, 0.849, unlabeled
-0.508, 1.48, unlabeled
-2.1, -1.06, unlabeled
-0.878, -1.16, unlabeled
-1.57, -1.74, unlabeled
0.719, 0.0781, unlabeled
-0.632, 1.35, unlabeled
0.637, 0.00536, unlabeled
1.35, -1.23, unlabeled
-1.12, 1.1, unlabeled
0.517, 1.71, unlabeled
0.455, -0.869, unlabeled
-0.555, 0.908, unlabeled
-0.71, -0.874, unlabeled
1.09, 1.49, unlabeled
0.558, -1.06, unlabeled
-0.491, 1.22, unlabeled
1.02, 0.508, unlabeled
1.08, 1.42, unlabeled
0.809, 0.741, unlabeled
-1.62, -0.896, unlabeled
1.57, -0.909, unlabeled
-0.0163, -1.07, unlabeled
0.166, -0.33, unlabeled
-1.89, -0.727, unlabeled
0.824, 0.587, unlabeled
0.669, 0.98, unlabeled
0.635, 0.559, unlabeled
-0.56, -1.12, unlabeled
-1.52, 0.946, unlabeled
-1.05, -0.4, unlabeled
0.889, -0.566, unlabeled
-1.52, 0.388, unlabeled
0.983, 0.203, unlabeled
0.816, -0.133, unlabeled
-0.208, 0.332, unlabeled
0.258, 0.309, unlabeled
-1.42, 1.13, unlabeled
0.656, 0.844, unlabeled
-1.58, -0.352, unlabeled
1.23, 2.19, unlabeled
-1.22, 0.569, unlabeled
1.52, 0.356, unlabeled
0.639, 1.2, unlabeled
-1.64, -1.8, unlabeled
0.298, -0.878, unlabeled
1.72, -0.793, unlabeled
0.672, 2.03, unlabeled
-0.532, 0.978, unlabeled
-0.737, -0.617, unlabeled
-1.26, -0.515, unlabeled
-0.149, 0.816, unlabeled
-1.9, -1.32, unlabeled
-0.505, 1.17, unlabeled
2.17, 1.24, unlabeled
0.33, -1.48, unlabeled
0.136, -1.36, unlabeled
-0.375, 1.36, unlabeled
1.71, 1.1, unlabeled
-1.16, 0.381, unlabeled
1.58, -1.29, unlabeled
1.57, 0.483, unlabeled
0.743, -1.01, unlabeled
0.413, -1.3, unlabeled
0.67, 1.15, unlabeled
-0.372, -1.38, unlabeled
-0.711, 0.96, unlabeled
0.451, -1.23, unlabeled
1.55, -0.649, unlabeled
0.624, 0.621, unlabeled
0.875, 1.82, unlabeled
0.247, -1.28, unlabeled
0.0154, -1.41, unlabeled
1.95, 1.53, unlabeled
-1.73, -0.242, unlabeled
-0.514, -1.21, unlabeled
1.33, 1.43, unlabeled
2.55, 1.4, unlabeled
-1.31, -1.11, unlabeled
0.142, -0.698, unlabeled
-0.77, 0.364, unlabeled
0.0981, 0.465, unlabeled
0.171, 1.59, unlabeled
0.767, -0.248, unlabeled
1.73, 1.26, unlabeled
-0.275, 1.52, unlabeled
0.824, -0.673, unlabeled
-0.0674, 1.85, unlabeled
0.473, -1.11, unlabeled
-0.0584, 0.54, unlabeled
-1.46, 0.0829, unlabeled
0.135, 0.0532, unlabeled
-0.736, 0.683, unlabeled
-0.492, 0.124, unlabeled
-0.437, -0.984, unlabeled
-0.125, 0.521, unlabeled
-0.549, 1.03, unlabeled
0.289, 1.01, unlabeled
1.09, 1.21, unlabeled
1.34, 0.32, unlabeled
0.666, 1.36, unlabeled
-1.56, 0.514, unlabeled
0.529, 0.788, unlabeled
1.34, -0.689, unlabeled
1.02, 0.0541, unlabeled
1.19, 0.997, unlabeled
0.409, -1.15, unlabeled
0.799, -0.99, unlabeled
-0.222, 0.259, unlabeled
-1.02, -0.146, unlabeled
-0.377, -0.973, unlabeled
1.29, 0.622, unlabeled
-0.21, 0.171, unlabeled
1.12, -1.72, unlabeled
-1.12, 0.559, unlabeled
-0.155, -1.03, unlabeled
0.838, -0.115, unlabeled
-0.826, -1.67, unlabeled
1.05, -1.05, unlabeled
0.243, 0.304, unlabeled
-0.581, 0.582, unlabeled
0.205, -1.28, unlabeled
0.942, 1.89, unlabeled
0.72, -0.316, unlabeled
-0.707, -0.568, unlabeled
0.00356, 1.87, unlabeled
-0.811, -1.35, unlabeled
-0.579, -0.748, unlabeled
-0.118, 1.7, unlabeled
-0.749, 1.26, unlabeled
-1.31, 0.916, unlabeled
-0.235, -0.617, unlabeled
-0.0461, 1.65, unlabeled
0.0526, 1.42, unlabeled
0.725, -0.54, unlabeled
-1.03, 0.277, unlabeled
2.52, 1.43, unlabeled
-0.403, -0.636, unlabeled
0.576, -1.05, unlabeled
0.513, 1.5, unlabeled
-1.29, 0.511, unlabeled
-1.54, 0.643, unlabeled
-0.303, -0.883, unlabeled
2.46, 1.23, unlabeled
-0.0791, -1.38, unlabeled
0.0968, -0.225, unlabeled
0.488, 1.31, unlabeled
0.998, 0.37, unlabeled
0.428, -1.43, unlabeled
1.49, -1.53, unlabeled
-0.836, 0.959, unlabeled
-0.0175, -1.21, unlabeled
0.299, 1.52, unlabeled
0.952, -0.782, unlabeled
1.41, -0.808, unlabeled
2.34, -1.25, unlabeled
-0.0605, 1.65, unlabeled
-0.428, -0.509, unlabeled
-1.33, 0.0398, unlabeled
-0.141, -0.119, unlabeled
0.532, -0.0431, unlabeled
0.741, -1.2, unlabeled
-0.4, -1.15, unlabeled
0.725, 1.33, unlabeled
-0.146, 1.83, unlabeled
-1.17, 0.126, unlabeled
-1.02, -0.469, unlabeled
-0.799, 1.11, unlabeled
0.813, 1.06, unlabeled
-0.522, 0.206, unlabeled
-1.09, 0.437, unlabeled
-0.56, 1.06, unlabeled
-0.58, 1.34, unlabeled
-1.37, -0.177, unlabeled
-1.8, -1.71, unlabeled
-1.52, 0.934, unlabeled
-0.748, -0.57, unlabeled
0.395, -1.04, unlabeled
0.247, -0.233, unlabeled
-0.35, 2.07, unlabeled
-0.628, 0.601, unlabeled
0.698, 1.02, unlabeled
-0.48, -0.913, unlabeled
2.07, 1.37, unlabeled
-1.25, 0.104, unlabeled
-1.98, 0.875, unlabeled
0.195, -1.27, unlabeled
-0.0222, -0.202, unlabeled
1.76, 1.33, unlabeled
0.408, 0.0673, unlabeled
2.36, 1.5, unlabeled
0.811, -1.65, unlabeled
-0.139, -1.26, unlabeled
-1.09, 0.289, unlabeled
1.67, -1.77, unlabeled
-0.238, 0.126, unlabeled
-0.42, 1.11, unlabeled
0.683, 1.07, unlabeled
-2.1, -0.604, unlabeled
-0.536, -0.814, unlabeled
0.00275, -0.0555, unlabeled
-0.53, -0.944, unlabeled
0.0271, 1.83, unlabeled
-0.579, -0.397, unlabeled
-1.93, -0.0856, unlabeled
0.616, -1.07, unlabeled
0.47, -0.765, unlabeled
0.0698, -1.25, unlabeled
-0.679, 0.536, unlabeled
-0.192, 0.791, unlabeled
1.08, -0.996, unlabeled
-0.968, -0.912, unlabeled
-0.514, -1.07, unlabeled
-1.4, 0.247, unlabeled
0.564, -1.13, unlabeled
0.105, -0.208, unlabeled
0.333, -0.845, unlabeled
-1.03, -0.95, unlabeled
-0.32, 0.707, unlabeled
1.28, 1.35, unlabeled
0.764, -0.804, unlabeled
-0.0615, 0.299, unlabeled
0.417, -1.54, unlabeled
0.00168, 0.262, unlabeled
-1.75, 0.722, unlabeled
1.57, -0.0786, unlabeled
0.819, 0.0462, unlabeled
-0.226, -1.45, unlabeled
0.606, -0.877, unlabeled
-0.0708, 0.439, unlabeled
0.129, 1.52, unlabeled
0.961, 0.454, unlabeled
0.464, -0.792, unlabeled
0.335, 1.15, unlabeled
0.233, -1.29, unlabeled
1.25, -0.322, unlabeled
0.976, -1.39, unlabeled
-1.39, 1.09, unlabeled
-0.676, 1.3, unlabeled
0.273, -1.45, unlabeled
-2.03, 0.359, unlabeled
-1.11, 0.308, unlabeled
-0.828, -0.82, unlabeled
-0.286, -0.571, unlabeled
0.526, 1.36, unlabeled
-0.233, 0.593, unlabeled
-0.106, -0.316, unlabeled
-0.463, 0.0231, unlabeled
-0.486, -0.887, unlabeled
1.94, -0.65, unlabeled
1.26, 0.799, unlabeled
0.00273, -0.973, unlabeled
1.08, -1.83, unlabeled
-1.14, 0.915, unlabeled
-0.215, 0.549, unlabeled
0.39, -1.2, unlabeled
1.64, 0.0477, unlabeled
1.22, -0.0466, unlabeled
-0.954, 0.687, unlabeled
